valid_time,cluster_id,number,latitude,longitude,tmin,tmax,hi,wbgt
2020-07-18,131,0,6.700000000000015,-1.6999999999999984,22.236969,28.372833,26.073544820149742,20.591995003858756
2020-07-19,131,0,6.700000000000015,-1.6999999999999984,21.898468,28.360016,26.06464385986328,20.58521277730324
2020-07-20,131,0,6.700000000000015,-1.6999999999999984,22.320831,28.242828,25.97900390625,20.51986887812614
2020-07-21,131,0,6.700000000000015,-1.6999999999999984,22.359772,28.877106,26.44406212700738,20.87276784726678
2020-07-22,131,0,6.700000000000015,-1.6999999999999984,22.167877,28.889679,26.45147959391276,20.878357818795166
2020-07-23,131,0,6.700000000000015,-1.6999999999999984,22.337677,28.361359,26.06500413682726,20.58548732989351
2020-07-24,131,0,6.700000000000015,-1.6999999999999984,22.649933,28.652374,26.275219387478298,20.745196284951966
2020-07-25,131,0,6.700000000000015,-1.6999999999999984,21.751495,28.387482,26.080491807725696,20.597287157391754
2020-07-26,131,0,6.700000000000015,-1.6999999999999984,21.54007,27.089752,25.301895141601562,19.99754066593828
2020-07-27,131,0,6.700000000000015,-1.6999999999999984,21.631378,26.70987,25.296016269259983,19.99296141587066
2020-07-28,131,0,6.700000000000015,-1.6999999999999984,21.611237,28.576935,26.219622294108074,20.703051640867983
2020-07-29,131,0,6.700000000000015,-1.6999999999999984,22.041046,28.34549,26.05000389946832,20.57405383290144
2020-07-30,131,0,6.700000000000015,-1.6999999999999984,22.16214,28.628082,26.257960001627605,20.732120324042015
2020-07-31,131,0,6.700000000000015,-1.6999999999999984,22.18863,27.686432,25.57245042588976,20.20746132096197
2020-07-01,132,0,6.700000000000015,-1.6999999999999984,22.381378,25.456696,24.07835642496745,19.02807325243697
2020-07-02,132,0,6.700000000000015,-1.6999999999999984,22.678864,28.342438,26.05275048149957,20.57614770635105
2020-07-03,132,0,6.700000000000015,-1.6999999999999984,22.952057,28.888824,26.451746622721355,20.878559035165566
2020-07-04,132,0,6.700000000000015,-1.6999999999999984,22.949982,26.913727,25.060064527723526,19.808542144871026
2020-07-05,132,0,6.700000000000015,-1.6999999999999984,22.721344,27.500275,25.441551208496094,20.106099543651368
2020-07-06,132,0,6.700000000000015,-1.6999999999999984,21.952911,29.169586,26.657456292046444,21.03310233698607
2020-07-07,132,0,6.700000000000015,-1.6999999999999984,22.930695,28.877838,26.443731519911026,20.87251866603185
2020-07-08,132,0,6.700000000000015,-1.6999999999999984,22.852325,27.245514,25.394299825032554,20.069417715129717
2020-07-09,132,0,6.700000000000015,-1.6999999999999984,22.132233,23.22232,21.624459160698784,16.984325815961085
2020-07-10,132,0,6.700000000000015,-1.6999999999999984,21.768951,24.339264,22.851465013292103,18.022830709519596
2020-07-11,132,0,6.700000000000015,-1.6999999999999984,21.542389,23.644196,22.089288499620228,17.381647690535793
2020-07-12,132,0,6.700000000000015,-1.6999999999999984,21.676544,28.11905,25.8895746866862,20.451461272040653
2020-07-13,132,0,6.700000000000015,-1.6999999999999984,21.721954,28.37503,26.074595981174046,20.592795837277166
2020-07-14,132,0,6.700000000000015,-1.6999999999999984,22.23172,28.674225,26.293597751193577,20.75911278463449
2020-07-15,132,0,6.700000000000015,-1.6999999999999984,22.068024,27.711334,25.58910369873047,20.220329709889633
2020-07-16,132,0,6.700000000000015,-1.6999999999999984,21.536896,26.874786,25.291887919108074,19.989745250910318
